u,g,r,i,z,class,redshift,redshift_err
19.08998,17.61988,16.90337,16.50458,16.21282,GALAXY,0.06702434,1.469407e-05
19.12807,17.05899,16.05017,15.60734,15.25552,GALAXY,0.1043148,1.557209e-05
19.372,17.50463,16.52483,16.0567,15.67024,GALAXY,0.1050458,2.199684e-05
19.58146,18.30166,17.76826,17.43703,17.26246,GALAXY,0.07416869,1.303859e-05
18.95093,17.17345,16.27038,15.81805,15.47566,GALAXY,0.1065625,2.024802e-05
17.90598,16.86471,16.51673,16.35695,16.22508,GALAXY,0.01445745,6.553175e-06
19.04254,17.21807,16.37464,15.97012,15.70606,GALAXY,0.06666873,2.14164e-05
19.23699,17.74282,17.07854,16.63684,16.41226,GALAXY,0.1132798,7.657397e-06
18.94208,17.89899,17.51622,17.22612,17.0872,GALAXY,0.0672681,8.802938e-06
18.42496,16.74562,15.91528,15.43734,15.10206,GALAXY,0.05025296,1.258873e-05
18.88141,17.76213,17.31839,17.03478,16.89865,GALAXY,0.07395694,8.339657e-06
19.20958,17.25038,16.33873,15.89833,15.58074,GALAXY,0.06636394,1.537799e-05
18.98103,17.83266,17.41514,17.09752,16.94964,GALAXY,0.06802899,6.714796e-06
18.4035,17.11641,16.59301,16.26301,16.07879,GALAXY,0.0736954,1.168914e-05
19.59628,19.50148,19.40768,19.05398,18.96,QSO,1.849838,0.0003919625
19.41909,17.84079,17.01887,16.64028,16.37705,GALAXY,0.1140919,2.614357e-05
19.03811,17.61323,16.68687,16.23451,15.90085,GALAXY,0.1481692,1.527529e-05
17.96573,16.90889,16.57777,16.42192,16.3005,GALAXY,0.04018417,6.510897e-06
17.8965,16.76865,16.30452,15.9801,15.78783,GALAXY,0.06740015,9.05966e-06
18.84888,17.11918,16.27747,15.87897,15.58961,GALAXY,0.06528504,2.129512e-05
19.21411,17.90615,17.35888,16.96584,16.63225,GALAXY,0.065655,1.721782e-05
18.14355,16.20065,15.29539,14.84416,14.52092,GALAXY,0.06676393,1.371221e-05
19.20285,19.02236,18.97605,18.7661,18.72542,QSO,1.895257,0.0007307701
18.7531,17.77231,17.38065,17.05535,16.91286,GALAXY,0.08346928,7.678187e-06
19.09341,17.98552,17.63668,17.38834,17.26896,GALAXY,0.0459853,8.016099e-06
19.51756,17.61734,16.69094,16.27218,15.97207,GALAXY,0.08432458,2.114791e-05
18.29504,16.38091,15.45389,15.02767,14.69748,GALAXY,0.0,0.0
18.20863,16.72181,15.9812,15.54859,15.22502,GALAXY,0.06733547,9.609264e-06
17.05317,15.16774,14.37331,13.97794,13.70176,GALAXY,0.04380274,9.623731e-06
18.17035,16.54081,15.79819,15.36892,15.04722,GALAXY,0.04011406,1.491357e-05
18.70022,16.8924,16.11697,15.75158,15.46582,GALAXY,0.04531518,1.241282e-05
17.34263,15.5556,14.86743,14.49138,14.19306,GALAXY,0.04587221,1.392128e-05
18.63183,17.75716,17.51075,17.3223,17.2361,GALAXY,0.04593782,6.613863e-06
17.76027,16.27379,15.63986,15.29567,15.04258,GALAXY,0.04340401,2.677682e-05
18.89692,17.57592,16.95951,16.58613,16.33244,GALAXY,0.04469074,9.662122e-06
19.47517,17.76611,16.89218,16.44875,16.10412,GALAXY,0.06519442,2.64954e-05
17.9427,16.75678,16.25196,15.96087,15.86469,GALAXY,0.04609393,2.134912e-05
17.4549,16.04234,15.37682,15.01859,14.73195,GALAXY,0.04550222,1.793418e-05
19.46182,17.5577,16.55224,16.1323,15.78873,GALAXY,0.1200925,2.23984e-05
18.4635,17.19264,16.65475,16.2584,16.11698,GALAXY,0.06789529,6.914233e-06
19.0114,17.04706,16.19452,15.78282,15.47754,GALAXY,0.06509382,1.60474e-05
19.25982,18.17205,17.68694,17.4052,17.26326,GALAXY,0.06521273,1.51169e-05
19.36482,17.57053,16.70788,16.28207,15.99577,GALAXY,0.06503017,2.281511e-05
17.87736,16.00317,15.09661,14.66312,14.34575,GALAXY,0.06602453,1.57624e-05
19.50586,18.25696,17.6581,17.24939,17.02476,GALAXY,0.08198771,7.837425e-06
19.06292,17.16199,16.26838,15.85126,15.51414,GALAXY,0.065432,1.926572e-05
19.113,17.73138,17.09983,16.7674,16.49556,GALAXY,0.08951243,2.03639e-05
18.944,17.94043,17.60052,17.43505,17.24885,GALAXY,0.02830541,5.689585e-06
19.26606,19.1381,19.0639,19.02569,19.1199,QSO,1.407683,0.0005180187
19.49518,17.78365,16.83855,16.39987,16.0399,GALAXY,0.1207713,3.230291e-05
18.74239,17.47981,16.8828,16.54239,16.28072,GALAXY,0.04680716,1.096124e-05
18.14627,16.26972,15.36345,14.90802,14.55038,GALAXY,0.06453131,1.908074e-05
19.18965,17.37158,16.48887,16.10124,15.77201,GALAXY,0.0,0.0
17.92615,16.93707,16.48558,16.21123,16.00376,GALAXY,0.02889892,7.235538e-06
18.28111,16.42088,15.49658,15.02181,14.69534,GALAXY,0.08356453,1.788488e-05
18.5595,17.39603,16.70558,16.36898,16.0812,GALAXY,0.1087075,1.648159e-05
18.74699,16.41915,15.40609,14.96246,14.71367,GALAXY,0.1098448,2.310561e-05
19.37679,18.12068,17.48125,17.08756,16.84863,GALAXY,0.1053271,8.772198e-06
18.9936,17.52846,16.83777,16.45091,16.18894,GALAXY,0.08865175,1.7882e-05
18.72779,17.51157,16.822,16.38327,16.11622,GALAXY,0.1049456,9.165951e-06
19.32019,17.6984,16.89992,16.49019,16.18431,GALAXY,0.06517583,2.031508e-05
17.94999,15.94498,14.99729,14.57061,14.25613,GALAXY,0.08851939,1.395435e-05
19.24923,17.4429,16.56263,16.12528,15.81902,GALAXY,0.08834487,1.657001e-05
19.50791,18.29284,17.69307,17.34754,17.16776,GALAXY,0.1139948,2.183286e-05
18.46215,17.50223,16.88545,16.50458,16.30108,GALAXY,0.1141434,1.158055e-05
18.57567,17.10745,16.44277,16.07831,15.81551,GALAXY,0.06178119,1.241361e-05
18.67728,16.7654,15.84472,15.42416,15.0965,GALAXY,0.08822922,1.662488e-05
18.94732,17.04871,16.0627,15.67469,15.35929,GALAXY,0.1090312,1.630237e-05
18.936,17.71887,17.34032,17.12006,16.98917,GALAXY,0.03237264,7.502575e-06
17.96846,16.62498,16.05351,15.70745,15.54199,GALAXY,0.06283729,1.814152e-05
18.76203,17.87362,17.64023,17.47178,17.52043,GALAXY,0.0420295,7.041282e-06
18.58727,16.55258,15.6232,15.19466,14.84635,GALAXY,0.08382998,1.722366e-05
17.41558,15.67201,14.91088,14.53498,14.1739,GALAXY,0.03821765,9.868199e-06
18.99354,18.03902,17.75302,17.4573,17.31563,GALAXY,0.09417034,5.530935e-06
17.51307,16.30129,15.88167,15.62119,15.48554,GALAXY,0.03843957,8.762094e-06
15.5266,13.69847,12.9267,12.54904,12.40658,GALAXY,0.004572298,1.410763e-05
16.6139,14.65431,13.7617,13.30309,12.88279,GALAXY,0.03871436,1.024585e-05
17.74966,15.09408,14.1818,13.69705,13.25047,GALAXY,0.03754619,1.327583e-05
19.44882,18.9777,19.58994,18.41706,19.62369,GALAXY,0.08221846,7.302354e-06
17.78329,16.28242,15.61027,15.20252,14.91385,GALAXY,0.04185374,7.240931e-06
17.83253,17.16429,16.85447,16.9246,16.91254,GALAXY,0.04207293,7.831223e-06
18.60869,17.5382,17.10852,16.8543,16.79576,GALAXY,0.04645438,1.035629e-05
18.77944,17.67791,17.37549,17.21281,17.10634,GALAXY,0.03784126,6.240965e-06
16.19681,15.06365,14.70681,14.51393,14.38835,GALAXY,0.02374296,1.035625e-05
18.18194,17.37626,17.09402,16.95125,16.84652,GALAXY,0.02347631,6.029919e-06
17.33591,15.73236,15.04384,14.71881,14.48331,GALAXY,0.01443393,9.737568e-06
19.07997,17.06174,16.12546,15.68647,15.36036,GALAXY,0.07505187,1.593312e-05
18.91264,17.88245,17.53098,17.32111,17.25732,GALAXY,0.03069767,7.35269e-06
18.45815,16.76783,16.03266,15.67381,15.42866,GALAXY,0.04149044,1.123437e-05
18.51896,17.22698,16.71935,16.47801,16.24498,GALAXY,0.07532362,1.450897e-05
18.70992,18.32235,18.08159,17.91327,17.7708,QSO,0.4595898,9.014046e-05
17.1553,15.82792,15.29002,15.01266,14.7532,GALAXY,0.02990537,1.103844e-05
19.27882,18.83552,19.09575,18.51227,18.88568,GALAXY,0.07759093,5.435507e-06
17.84834,16.28525,15.54427,15.12634,14.79761,GALAXY,0.02946069,1.676638e-05
17.32874,15.48912,14.66267,14.26942,13.96478,GALAXY,0.03153828,1.156542e-05
19.38157,18.61148,18.44128,18.3722,18.26195,QSO,2.785964,0.0003140185
17.90724,17.02434,16.76464,16.551,16.47443,GALAXY,0.05039959,5.037239e-06
18.20081,17.98619,17.9255,17.61685,17.65218,QSO,1.686286,0.0001626834
16.7282,14.93612,14.16031,13.76462,13.46845,GALAXY,0.03258754,9.287518e-06
18.41902,17.20845,16.686,16.3626,16.16946,GALAXY,0.06875283,7.991692e-06
19.30932,18.32278,17.936,17.63356,17.50881,GALAXY,0.1029471,5.487119e-06
19.39831,17.48367,16.42665,15.98455,15.60726,GALAXY,0.1385676,2.362923e-05
16.97693,16.30633,16.59886,17.49002,17.39319,GALAXY,0.004562232,5.54902e-06
19.3918,18.08784,17.28566,16.89551,16.60424,GALAXY,0.1353372,2.013353e-05
19.25625,18.02912,17.35614,16.95601,16.72521,GALAXY,0.151626,6.164972e-06
17.46433,16.23243,15.51558,15.19153,14.95788,QSO,0.02942964,3.790605e-05
18.53063,16.72318,15.91478,15.53402,15.25604,GALAXY,0.05531831,1.155846e-05
19.40294,19.1478,18.6623,18.25957,18.18461,QSO,0.192048,4.586392e-05
17.53647,16.2131,15.52443,15.11108,14.81161,GALAXY,0.05555588,8.149183e-06
19.30301,18.27322,17.40049,16.99352,16.72863,GALAXY,0.2002967,2.440499e-05
19.29253,17.99956,17.37297,17.04111,16.82163,GALAXY,0.08353642,1.187242e-05
18.5966,18.23927,17.9422,17.94848,17.77512,QSO,0.9517094,0.0002951031
17.83645,16.39417,15.75653,15.41453,15.20901,GALAXY,0.0454891,2.856785e-05
19.15693,17.71748,17.02408,16.65096,16.39772,GALAXY,0.0785156,2.2502e-05
18.11901,17.10786,16.75096,16.53901,16.34357,GALAXY,0.03118543,6.082878e-06
19.50057,18.20445,17.61557,17.26528,17.10272,GALAXY,0.1451749,1.227185e-05
18.69622,17.40952,16.98191,16.71478,16.6717,GALAXY,0.03376956,1.935361e-05
19.46215,18.05176,17.26109,16.76907,16.40411,GALAXY,0.08533548,1.323069e-05
18.78195,17.36771,16.62808,16.24659,15.97817,GALAXY,0.07815261,3.072155e-05
18.00024,17.80957,17.77302,17.72663,17.7264,QSO,0.4749449,6.203324e-05
18.56542,17.26587,16.65808,16.27762,16.02206,GALAXY,0.06141616,9.684432e-06
19.05619,18.76693,18.58661,18.55127,18.48037,QSO,0.7992136,0.0001305315
19.41318,19.02806,18.90784,18.69441,18.72124,QSO,1.553983,0.0006070167
19.57127,18.22051,17.79528,17.51522,17.40614,GALAXY,0.04432076,1.293587e-05
18.94208,17.45833,16.74945,16.34607,16.05074,GALAXY,0.04405457,1.466319e-05
18.84152,16.8898,15.93214,15.44925,15.01925,GALAXY,0.07007801,2.47289e-05
18.13543,16.74331,16.10555,15.74125,15.48254,GALAXY,0.06983669,1.114139e-05
18.36807,18.13253,17.99947,18.03968,17.9656,QSO,0.8819613,0.0001889948
19.05283,18.72709,18.79614,18.65228,18.7315,QSO,0.5641923,0.0001726624
18.73765,17.60865,17.1299,16.84004,16.6822,GALAXY,0.05802083,7.350673e-06
17.03148,16.76545,16.75408,16.58517,16.6331,QSO,0.5624623,6.886941e-05
19.22359,18.08458,17.62358,17.28317,17.12461,GALAXY,0.08229935,5.307345e-06
19.11274,17.53522,16.69076,16.20967,15.89269,GALAXY,0.07641487,9.106696e-06
19.10675,17.19141,16.15987,15.65482,15.22645,GALAXY,0.09327292,2.030463e-05
18.47177,16.98017,16.15418,15.73207,15.36774,GALAXY,0.03086072,7.59794e-06
19.37341,18.87794,18.72342,18.83742,18.79267,QSO,0.8667983,0.0004859488
17.53015,16.36514,15.93765,16.08832,15.77435,GALAXY,0.01227635,6.495388e-06
17.71301,16.42943,15.81189,15.42412,15.21499,GALAXY,0.06276011,8.97598e-06
19.52158,19.14729,19.16139,19.11542,19.04877,QSO,0.7132913,0.0002081821
19.28266,17.97854,17.43153,17.10091,16.89401,GALAXY,0.06219465,7.373083e-06
18.58379,16.96901,16.20136,15.76409,15.41911,GALAXY,0.06373265,1.22874e-05
19.06521,17.22401,16.40689,16.00599,15.67648,GALAXY,0.03076532,1.081206e-05
17.82413,16.64966,16.2169,15.97769,15.8021,GALAXY,0.03286302,9.433758e-06
19.4007,17.63282,16.6237,16.16226,15.76188,GALAXY,0.1065494,1.864909e-05
15.8374,14.6508,14.03383,13.66578,13.38126,GALAXY,0.03596615,1.224958e-05
18.81098,17.05505,16.09863,15.60814,15.27678,GALAXY,0.103347,1.605262e-05
18.65804,17.65325,17.24549,16.98727,16.85524,GALAXY,0.02291791,4.55508e-06
18.37174,17.43819,17.19639,17.03775,16.98807,GALAXY,0.03591925,4.395713e-06
16.98557,15.78676,15.28061,15.01372,14.84293,GALAXY,0.03173928,7.319276e-06
19.58305,17.92295,17.02388,16.60463,16.27352,GALAXY,0.1220225,1.833535e-05
19.14216,19.0074,18.85098,18.71077,18.75878,QSO,1.450907,0.0003298167
19.36211,17.41406,16.38481,15.95773,15.60706,GALAXY,0.1220928,1.651432e-05
17.71293,17.44667,17.201,17.10941,17.16057,QSO,1.387044,0.0002735547
19.36638,18.07904,17.18174,16.72003,16.41007,GALAXY,0.1558907,2.139815e-05
18.69856,18.60846,18.33293,18.22136,18.29972,QSO,1.342315,0.0002116546
15.81387,14.05376,13.28063,12.93011,12.62764,GALAXY,0.01821727,6.47951e-06
19.03015,17.96337,17.56865,17.32978,17.21524,GALAXY,0.03323009,8.230363e-06
18.63549,17.54451,17.07411,16.62709,16.47684,GALAXY,0.08453361,4.600868e-06
19.41689,18.2859,17.70768,17.33401,17.15522,GALAXY,0.1656335,6.472266e-06
18.44652,16.89112,16.09316,15.69386,15.40567,GALAXY,0.08381738,1.717041e-05
18.90958,17.6931,16.82157,16.37257,16.02116,GALAXY,0.1521011,1.370766e-05
19.46654,18.04285,17.20944,16.77292,16.49255,GALAXY,0.1515424,9.955804e-06
19.52275,17.86939,16.82728,16.33605,15.98259,GALAXY,0.149343,1.734477e-05
18.73016,17.39886,16.56194,16.10883,15.77723,GALAXY,0.1382962,8.28758e-06
19.46677,18.06126,16.97605,16.47427,16.164,GALAXY,0.1983708,1.49102e-05
19.26999,18.02983,17.59413,17.30864,17.17513,GALAXY,0.0709119,7.222945e-06
17.69431,16.45669,15.95363,15.72343,15.45674,GALAXY,0.03330196,8.554965e-06
16.50864,14.88118,14.07817,13.68626,13.36358,GALAXY,0.03890861,1.475015e-05
19.24998,18.1365,17.59167,17.24054,17.13318,GALAXY,0.1352417,8.424803e-06
18.90701,17.92422,17.42736,17.11415,16.94858,GALAXY,0.1363438,7.603004e-06
19.51644,18.01707,17.11448,16.67014,16.31013,GALAXY,0.1366803,1.918651e-05
19.04073,17.26312,16.57219,16.23748,16.0007,GALAXY,0.05241921,1.083325e-05
18.80153,17.64011,17.19482,16.95256,16.80238,GALAXY,0.03799926,9.538418e-06
18.71856,17.16705,16.3991,15.98701,15.6538,GALAXY,0.03356563,8.49629e-06
18.27148,18.06326,17.82555,17.78749,17.67205,QSO,0.9485052,0.0001808125
18.31833,17.25963,16.86462,16.53379,16.44592,GALAXY,0.07933654,6.673909e-06
19.28741,19.12934,19.08162,18.83067,18.84579,QSO,1.884023,0.0003967262
19.47308,18.20288,17.36463,16.93027,16.63323,GALAXY,0.1523026,1.226461e-05
18.21675,17.91018,17.78249,17.53174,17.65256,QSO,1.612666,0.0002296384
19.21404,17.35605,16.41332,15.9208,15.54869,GALAXY,0.0714826,2.549514e-05
19.31635,17.48557,16.65345,16.28262,15.96861,GALAXY,0.04902624,1.510745e-05
19.03894,17.77935,17.1965,16.86003,16.64749,GALAXY,0.07525558,1.148997e-05
19.55134,18.09632,17.31787,16.85733,16.54697,GALAXY,0.1129696,1.227867e-05
19.4129,18.22764,17.66238,17.29053,17.12337,GALAXY,0.09396166,6.443182e-06
19.12619,17.46614,16.58072,16.19442,15.85551,GALAXY,0.1122737,2.643563e-05
19.23985,17.88925,17.06238,16.6467,16.32305,GALAXY,0.127887,1.478036e-05
18.72851,17.52376,17.09028,16.90283,16.78838,GALAXY,0.01988992,7.74447e-06
18.65348,17.21022,16.51929,16.10963,15.84936,GALAXY,0.07582489,8.553006e-06
19.36518,18.10905,17.63594,17.33856,17.27471,GALAXY,0.07656234,1.105496e-05
19.44485,18.13131,17.37767,17.00216,16.74222,GALAXY,0.1447221,1.35062e-05
19.3295,17.72225,17.02852,16.63855,16.39135,GALAXY,0.144419,1.276468e-05
19.53718,19.07713,19.03529,19.11106,19.05806,QSO,2.447991,0.0004173241
18.20457,16.78987,16.09224,15.73831,15.47836,GALAXY,0.04735028,1.354005e-05
18.04267,17.60151,17.67246,17.67554,17.76932,QSO,0.6438566,7.72748e-05
19.39708,18.22027,17.37987,16.9596,16.71396,GALAXY,0.1800444,2.015516e-05
19.45763,17.96845,17.19271,16.71822,16.40444,GALAXY,0.08054139,9.457546e-06
17.67521,15.76876,14.91731,14.51327,14.21479,GALAXY,0.0543892,1.232305e-05
19.49549,18.20832,17.46436,17.04293,16.78622,GALAXY,0.1810383,1.765301e-05
18.19617,16.21568,15.26893,14.82999,14.52109,GALAXY,0.07719791,1.567531e-05
18.90707,17.79927,17.45234,17.30041,17.22289,GALAXY,0.01923662,9.018397e-06
18.38029,16.49362,15.64983,15.25521,14.96264,GALAXY,0.05541211,1.170585e-05
18.97096,17.3105,16.52703,16.11135,15.74593,GALAXY,0.07905323,1.738836e-05
18.93389,18.68197,18.44064,18.41993,18.03764,QSO,0.3557774,5.100229e-05
14.76017,13.22026,12.45142,12.04128,11.79324,GALAXY,0.005783565,1.459387e-05
16.09005,14.79665,14.2573,14.03211,13.9658,GALAXY,0.005951873,8.33585e-06
19.59917,18.48237,17.80485,17.44426,17.26118,GALAXY,0.1825987,1.282305e-05
19.32833,19.05409,19.0183,19.06958,18.99379,QSO,0.7949492,0.0003589171
18.76338,18.45164,18.32505,18.24491,18.28779,QSO,1.450711,0.0004440211
18.88961,17.98907,17.69722,17.41691,17.31373,GALAXY,0.05401985,5.516672e-06
18.49406,18.25651,18.33712,18.50088,18.45093,QSO,0.7908598,0.0001773354
19.57916,18.38091,17.90729,17.58669,17.49797,GALAXY,0.09342092,8.653928e-06
18.57995,17.53089,17.14405,16.95766,16.82866,GALAXY,0.02500346,6.219125e-06
19.20849,18.09769,17.6348,17.33348,17.16353,GALAXY,0.05107753,9.079422e-06
17.68141,16.54554,16.20948,15.97489,15.88406,GALAXY,0.07721858,8.659513e-06
18.92259,18.70087,18.74104,18.6087,18.56026,QSO,1.719234,0.0006145134
19.52819,19.11782,19.04665,18.86768,18.90861,QSO,1.526045,0.000709151
19.00215,16.92817,15.90545,15.4411,15.02149,GALAXY,0.08764958,2.235961e-05
19.55608,17.87663,16.99238,16.57915,16.25949,GALAXY,0.08766601,2.286022e-05
19.29847,17.83658,17.05376,16.67183,16.39044,GALAXY,0.1153626,2.268921e-05
19.38293,18.07599,17.54742,17.27483,17.14678,GALAXY,0.05505557,3.851771e-05
18.89633,16.76267,15.70581,15.24871,14.88082,GALAXY,0.1130921,1.785993e-05
18.7677,17.36614,16.68084,16.30508,15.99449,GALAXY,0.08811428,1.313726e-05
18.86685,16.94,16.05472,15.60999,15.27869,GALAXY,0.07313266,1.876753e-05
19.45451,17.68238,16.78027,16.34358,15.99977,GALAXY,0.08556202,2.283851e-05
18.72406,17.59286,17.38401,17.24045,17.27084,GALAXY,0.005596543,2.257999e-05
19.48505,18.29313,17.63831,17.24653,17.03293,GALAXY,0.1060966,8.629729e-06
18.66019,17.03913,16.22686,15.79805,15.46515,GALAXY,0.02790012,1.014996e-05
18.01717,16.52395,15.8239,15.46653,15.19336,GALAXY,0.0296137,1.773423e-05
19.10738,17.7853,16.94298,16.5234,16.18039,GALAXY,0.1484173,2.350516e-05
15.86409,14.50198,13.87457,13.49967,13.35326,GALAXY,0.02955257,1.127786e-05
19.18733,17.50493,16.64927,16.15203,15.76465,GALAXY,0.0278276,1.701441e-05
16.27003,14.79275,14.07342,13.6752,13.37939,GALAXY,0.02928438,9.040604e-06
18.34643,17.04726,16.61699,16.46299,16.26096,GALAXY,0.03003024,7.291594e-06
18.4771,17.00215,16.23545,15.79466,15.4584,GALAXY,0.0860728,1.241776e-05
19.01864,17.82429,17.04942,16.6479,16.36359,GALAXY,0.1533865,1.148604e-05
19.52065,17.68935,16.76219,16.34771,16.03919,GALAXY,0.08620642,1.975856e-05
17.64356,16.13946,15.38462,15.0186,14.6968,GALAXY,0.08521149,2.162309e-05
19.1085,16.87662,15.94232,15.52133,15.21966,GALAXY,0.08585221,1.56354e-05
16.62831,14.73531,13.89338,13.48895,13.16733,GALAXY,0.02925864,1.01312e-05
17.72841,15.81941,14.90265,14.4468,14.10728,GALAXY,0.02941533,1.262221e-05
19.29491,17.41946,16.57684,16.19087,15.89686,GALAXY,0.02789883,1.337471e-05
18.37329,16.64658,15.89232,15.53052,15.24352,GALAXY,0.0250986,9.148753e-06
19.20014,17.60736,16.82632,16.49303,16.27852,GALAXY,0.02797047,2.143785e-05
17.76446,15.88431,15.03319,14.63839,14.30715,GALAXY,0.02911511,1.0975e-05
19.56942,18.07202,17.38954,17.07097,16.93258,GALAXY,0.02809999,6.311935e-05
17.59816,15.79695,14.98699,14.60309,14.2867,GALAXY,0.02864143,1.222482e-05
18.42674,17.22844,16.71049,16.43386,16.20966,GALAXY,0.02886124,8.69121e-06
19.35949,18.75974,18.71862,18.64733,18.33321,QSO,2.304474,0.0001622963
18.55332,16.92434,16.1292,15.73344,15.42347,GALAXY,0.0297841,1.516871e-05
19.59789,18.33927,18.17375,18.13063,18.11924,QSO,2.841014,0.0002625346
18.93366,18.72525,18.60612,18.63626,18.63615,QSO,0.9054709,0.0001952854
17.89746,16.52801,15.87867,15.52069,15.27976,GALAXY,0.03014231,1.369302e-05
19.28198,17.621,16.9486,16.56345,16.29766,GALAXY,0.03163927,8.110476e-06
19.3533,17.90022,17.1144,16.73883,16.54377,GALAXY,0.148442,2.774036e-05
18.71997,17.3512,16.60494,16.11492,15.81057,GALAXY,0.08759081,8.73648e-06
17.41356,15.72812,14.92423,14.5325,14.22667,GALAXY,0.02848889,1.071755e-05
19.11497,17.27884,16.36409,15.93799,15.59127,GALAXY,0.07540334,1.780619e-05
17.97808,16.60549,16.00589,15.6596,15.44837,GALAXY,0.0613462,1.516104e-05
19.19135,17.64371,16.65363,16.20357,15.86646,GALAXY,0.1552536,2.021807e-05
19.5766,18.05759,17.16261,16.73214,16.43931,GALAXY,0.1588964,2.061878e-05
16.85151,15.06049,14.26324,13.8736,13.57678,GALAXY,0.02858808,1.386587e-05
19.01841,17.64513,17.0046,16.70258,16.43649,GALAXY,0.02473582,2.454702e-05
19.30145,17.47409,16.56304,16.11627,15.76461,GALAXY,0.06481977,1.762956e-05
18.24302,16.72183,15.92778,15.45984,15.16021,GALAXY,0.07248811,1.020767e-05
18.72009,17.97048,17.52279,17.18309,17.01697,GALAXY,0.1554648,9.091076e-06
19.03497,17.95487,17.58181,17.28947,17.17574,GALAXY,0.06036323,5.839352e-06
19.03757,17.95959,17.48595,17.25478,17.13443,GALAXY,0.02544583,9.563884e-06
18.71512,17.66154,17.147,16.84093,16.65514,GALAXY,0.04407568,6.884118e-06
18.02398,16.4136,15.91328,15.65339,15.52896,GALAXY,0.04425985,9.107251e-06
17.72877,15.89297,15.05023,14.63197,14.31204,GALAXY,0.02610804,8.980935e-06
18.99999,18.02415,17.57055,17.24354,17.09205,GALAXY,0.1276858,8.297683e-06
18.27253,16.42237,15.60136,15.20626,14.87392,GALAXY,0.02742171,1.176791e-05
17.98559,16.54494,15.92826,15.60732,15.33209,GALAXY,0.02317341,9.383448e-06
19.50025,18.12105,17.68059,17.43188,17.3625,GALAXY,0.02640864,5.267828e-05
17.49932,15.84476,15.03526,14.6391,14.35449,GALAXY,0.02595752,1.226463e-05
19.49269,18.05186,17.65594,17.41994,17.27117,GALAXY,0.02422376,6.444678e-06
17.33327,15.60227,14.84418,14.49519,14.21029,GALAXY,0.02793062,1.28848e-05
18.57516,17.14999,16.53765,16.18499,15.98186,GALAXY,0.06254033,1.29566e-05
19.29635,18.12416,17.76365,17.57105,17.42374,GALAXY,0.06109287,7.095067e-06
18.20092,16.41693,15.63264,15.237,14.93603,GALAXY,0.02756218,1.382788e-05
19.45461,17.4794,16.5641,16.12887,15.77587,GALAXY,0.06435771,1.579938e-05
19.25092,17.63863,16.81769,16.37285,16.05083,GALAXY,0.06402048,9.056811e-06
17.99682,16.48492,15.82009,15.50906,15.26015,GALAXY,0.02535413,9.232229e-06
17.71943,16.02156,15.25067,14.86755,14.57904,GALAXY,0.02575398,1.106573e-05
18.14467,16.46138,15.73258,15.38095,15.1105,GALAXY,0.02586605,1.592721e-05
19.48109,17.54749,16.68884,16.28692,15.99759,GALAXY,0.06429423,1.341232e-05
19.38217,18.19125,17.65232,17.36128,17.14402,GALAXY,0.0274133,1.212327e-05
19.40588,18.02201,17.31048,16.956,16.69794,GALAXY,0.04354352,2.533585e-05
19.42234,18.06856,17.50382,17.2232,16.95942,GALAXY,0.04528521,1.159364e-05
18.52529,16.70102,15.88312,15.47578,15.15949,GALAXY,0.04775013,1.191017e-05
18.39979,17.41868,16.96892,16.61425,16.52916,GALAXY,0.07695767,8.75365e-06
17.50849,16.12413,15.41479,15.01015,14.73278,GALAXY,0.0480091,1.220142e-05
19.20871,17.62472,16.85057,16.46697,16.21503,GALAXY,0.07671288,1.942556e-05
18.44548,17.27502,16.92212,16.70327,16.57463,GALAXY,0.04612822,1.313259e-05
19.06153,17.63489,16.8236,16.40142,16.13408,GALAXY,0.1066423,2.048923e-05
18.91571,16.9698,15.94042,15.52001,15.1712,GALAXY,0.117548,1.994476e-05
19.39139,17.46008,16.43816,15.99737,15.68229,GALAXY,0.1172686,2.531465e-05
18.47099,18.37727,18.39234,18.46322,18.40035,QSO,0.7917424,0.0002314814
18.68043,17.55151,16.87608,16.52189,16.32369,GALAXY,0.1302486,3.155369e-05
18.97431,17.50527,16.69528,16.31291,16.03366,GALAXY,0.129878,3.623183e-05
19.42346,19.20305,19.14849,19.04848,18.97008,QSO,1.543792,0.0003780707
19.23901,17.89953,17.2689,16.8939,16.61867,GALAXY,0.04297628,7.984978e-06
18.85239,18.66793,18.44335,18.47645,18.47001,QSO,1.038909,0.0004037798
19.44254,17.82741,16.90411,16.45705,16.17136,GALAXY,0.1329603,1.846244e-05
19.17363,18.10736,17.68114,17.38701,17.25297,GALAXY,0.1107554,9.450933e-06
18.22559,16.975,16.54005,16.20667,16.0547,GALAXY,0.06069131,7.545943e-06
19.47035,19.45538,19.15491,19.0249,18.96274,QSO,1.302458,0.0004706165
18.8237,17.56593,16.92952,16.54106,16.31832,GALAXY,0.09234148,8.342226e-06
19.21602,17.3501,16.37258,15.95141,15.64842,GALAXY,0.1334278,1.975652e-05
19.49184,18.17666,17.30283,16.82475,16.55526,GALAXY,0.2025537,1.914867e-05
17.76811,17.64621,17.46758,17.18721,17.04782,QSO,1.958985,0.0001644935
18.46405,17.45338,17.10181,16.86424,16.73232,GALAXY,0.04623349,8.452505e-06
19.55276,17.64901,16.77544,16.36578,16.03661,GALAXY,0.06731443,2.033038e-05
19.20626,17.4497,16.53099,16.06161,15.68165,GALAXY,0.04775952,2.475948e-05
